lang,tweet_text,date,publisher
de,"We agree on that, especially as a lot has already been achieved or is already on the way. Trucks, for example, have the highest cost recovery ratio of all means of transport, ie most external costs are internalized Together instead of trench warfare that's our way",2019-08-26 10:31:58+00:00,ASTAG_Schweiz
de,"We are happy Because there are hardly any slingshots among the camions anymore, so the LSVA can no longer rise to a relevant level",2019-08-29 15:11:05+00:00,ASTAG_Schweiz
de, forward The road transport industry strengthens For more cooperation and co-modality in freight transport,2019-08-30 08:37:39+00:00,ASTAG_Schweiz
de, Live stream of today's media conference on the partnership with Swiss Combi AG,2019-08-30 12:04:58+00:00,ASTAG_Schweiz
de,"Both on the rails and on the road, transalpine freight traffic declined in the first half of the year due to the a",2019-09-12 11:19:36+00:00,ASTAG_Schweiz
de,"Logistics as an important topic in the mobility arena of the tcs Of course, ASTAG will also be there",2019-09-16 11:13:21+00:00,ASTAG_Schweiz
de,"Logistics with an excellent presentation at the mobility arena of the TCS Road transport makes a real contribution to efficient, environmentally friendly logistics",2019-09-16 12:11:43+00:00,ASTAG_Schweiz
de, Panel discussion on Swiss policy in the field of electromobility on the occasion of the mobility arena in the,2019-09-17 15:16:06+00:00,ASTAG_Schweiz
de,Media conference of VV and VAP Cooperation and innovation in favor of supply and disposal throughout Switzerland That helps more than ideological prejudices against road transport,2019-09-20 12:03:51+00:00,ASTAG_Schweiz
de,"Prof. Rudolf Minsch's chief economist With a whole battery of conometric tests, we have erhr",2019-02-15 14:46:58+00:00,economie_suisse
de,"On Business Day, President Heinz made clear statements about Switzerland's political course and its future",2019-09-06 14:56:11+00:00,economie_suisse
de, Industry supports the AHV tax reform Read why here,2019-01-17 08:21:54+00:00,economiesuisse
de,"Statutory data portability is often touted as an instrument with exclusively positive effects Important negative aspects are given too little attention in the discussion However, undesirable side effects are to be expected",2019-02-01 09:34:05+00:00,economiesuisse
de,National Councilor and President of will be the new chairman of the Infrastructure Commission of economiesuissedigital infrastructure Telekom,2019-02-05 09:02:58+00:00,economiesuisse
de, can come The expectations of the economy for the auction of the new mobile radio frequencies have been fulfilled,2019-02-08 12:35:26+00:00,economiesuisse
de, The institutional agreement only affects contracts that regulate market access You can find out what Switzerland's participation in the current research framework program Horizon 2020 has to do with this in the article,2019-02-08 13:30:03+00:00,economiesuisse
de," did not want the tax proposal to be linked to the AHV financing The Association of Swiss Companies supports the compromise with and with it, but large parts of the Swiss economy find out why in the article",2019-02-08 13:33:22+00:00,economiesuisse
de, welcomes the clear no of the people and the cantons to the urban sprawl initiative. Read the media release,2019-02-10 14:56:53+00:00,economiesuisse
de,"On Friday 15 February, economists from economiesuisse and other institutions will appear before the media in Berne to shed light on the value of the bilateral agreements with the EU from a wide variety of perspectives",2019-02-12 16:21:04+00:00,economiesuisse
de," The success of the Basel tax compromise shows that broad-based solutions are possible to make the urgent tax adjustments. However, the AHV tax bill, which Switzerland will vote on on May 19, is an indispensable basis for this",2019-02-12 16:28:25+00:00,economiesuisse
de," With a bilateral trade agreement, Switzerland and the UK are strengthening the basis for economic relations that are as smooth as possible in the event of a no-deal Brexit",2019-02-12 16:32:18+00:00,economiesuisse
de," The Federal Council's proposal for an agricultural policy for 22+ has turned out to be discouraged. Although the thrust is correct, economiesuisse doubts that the competitiveness of the agricultural sector can really be improved in this way",2019-02-12 16:37:13+00:00,economiesuisse
de, The federal government is in the black and there is only lamentation in the country Frank Marty explains in the blog what the debt brake has to do with it,2019-02-14 14:31:50+00:00,economiesuisse
de,"InstA negotiated between Switzerland and the EU secures bilateral relations The Swiss economy therefore supports the conclusion of the InstA on the basis of the present draft text, but demands additional clarifications",2019-02-19 13:53:05+00:00,economiesuisse
de, RKS has decided to submit an indirect counter-proposal to the Corporate Responsibility Initiative to the Council of States The result is unsatisfactory The draft creates confusion and penalizes companies that behave correctly,2019-02-21 08:39:46+00:00,economiesuisse
de,Because the commitment is worthwhile for society The icebreaker video from around in companies and Gesel,2019-02-26 17:34:31+00:00,economiesuisse
de," CVP calls for a cost target for basic insurance, while the SP wants to limit premiums with a burden target Find out why this won't solve any problems in the healthcare system",2019-02-28 09:32:45+00:00,economiesuisse
de," around a month until Brexit In his latest blog, chief economist Rudolf Minsch explains why no one can have an interest in a hard Brexit, neither Great Britain nor the EU",2019-02-28 09:49:03+00:00,economiesuisse
de,"Swiss tourism increased in 2018, mainly thanks to Asian tourists. That's why Swiss hoteliers are concerned about the vote on the new gun law. If the vote is no, Switzerland will lose its membership in the Schengen visa network",2019-02-28 09:55:07+00:00,economiesuisse
de,"With the TRAF of the AHV and the tax bill, we are sending a signal and stand up for effective old-age provision BPUeliMaure",2019-03-10 12:19:44+00:00,economiesuisse
de, YES to the AHV tax proposal is urgently needed Otherwise Swiss companies could soon be discriminated against abroad This is shown by the decision of the ECOFIN Council of EU finance ministers,2019-03-12 14:39:24+00:00,economiesuisse
de," Swiss business is pleased with today's decision by the Council of States on the Corporate Responsibility Initiative. It thus supports the attitude of business, which drew attention to the dangerous counter-proposal in advance",2019-03-12 16:08:00+00:00,economiesuisse
de, The Council of States has rejected the motion to broaden the democratic basis for arms exports economiesuisse welcomes this decision Dual-use guns can still be exported as long as they are not used for military purposes,2019-03-12 16:14:08+00:00,economiesuisse
de,"In the second attempt, the British House of Commons voted by a large majority against the exit agreement that had been negotiated with the EU",2019-03-13 10:07:23+00:00,economiesuisse
de, A globally coordinated climate strike takes place with over 900 planned events in around 80 countries. What began as a small student strike is now an international movement. Such globally coordinated actions are having an effect,2019-03-15 08:17:49+00:00,economiesuisse
de," OECD held a big tax party, a public consultation on company taxation in the digital age The proposals for discussion can have potentially serious effects on innovative internationally active Swiss companies",2019-03-22 09:28:16+00:00,economiesuisse
de, Switzerland wants to abolish import duties on industrial goods imports How will companies and consumers benefit from this? We have the answers to the most important questions,2019-03-22 09:35:53+00:00,economiesuisse
de,A commitment from BPUeliMaurer for the typically Swiss compromise that contributes to pension security and work,2019-03-22 19:45:53+00:00,economiesuisse
de,Industry stands united behind the AHV tax bill Heinz Karrer explains the reasons at the media conference Now live,2019-03-26 12:37:46+00:00,economiesuisse
de, for one of the most important proposals for companies in this legislature,2019-03-26 12:41:06+00:00,economiesuisse
de,Heinz Karrer President AHV tax proposal creates legal certainty for companies and a competitive,2019-03-26 12:55:10+00:00,economiesuisse
de,"Monika Rhl on weapons law From a legal point of view, the case is clear",2019-03-28 08:27:50+00:00,economiesuisse
de,Monika Rhl 10 years ago today was the last day that Schengen passengers passed through Passk,2019-03-28 08:27:56+00:00,economiesuisse
de,BPUeliMaurer is today in Steinhausen ZG the population Red and answer to STAF With the AHV tax proposal it works,2019-03-28 10:04:05+00:00,economiesuisse
de,"As part of a broad alliance for a yes to the AHV tax proposal, economiesuisse, represented by Heinz Karrer, also took part in the Doppelplus mission You can see the result here",2019-03-28 14:18:56+00:00,economiesuisse
de," What skills do children and young people need to have today This is the question asked by the Federal Commission for Children and Young People in a new publication, economiesuisse, has contributed the view of the economy",2019-03-28 15:22:36+00:00,economiesuisse
de, Value added tax is constantly being complicated Frank Marty explains in the blog why a simple value added tax with a low standard tax rate must remain an important tax policy goal in Switzerland,2019-03-28 15:28:07+00:00,economiesuisse
de, Industry says YES to gun law The business associations launched their YES campaign in Bern today,2019-03-28 15:34:39+00:00,economiesuisse
de,Study of the Litra prepares the ground to increase the V portion of the modal split with binding political goals and corresponding coercive measures Kurt Lanz explains in the blog why the demands made are economically questionable,2019-04-01 09:54:01+00:00,economiesuisse
de,"Important support from the communities for the STAF The recommends a YES, among other things, because the tightened community",2019-04-01 14:43:28+00:00,economiesuisse
de, Companies are already doing a lot for the climate. Kurt Lanz explains in the blog why this path is still the right one and what else we can do,2019-04-02 13:33:44+00:00,economiesuisse
de, Value added tax is becoming more and more complicated and is one of the biggest bureaucracy monsters for Swiss companies. It's a good thing that the federal government drew attention to the subject today,2019-04-02 13:37:26+00:00,economiesuisse
de, It starts again at 6 p.m. with the Economy in Dialogue Today on the topic of Switzerland and the EU at the main train station in Zurich InstA,2019-04-03 15:36:41+00:00,economiesuisse
de, and they are ready and looking forward to exciting talks in WorldCaf format Forecast Everything revolves around relations between Switzerland and the economy in dialogue,2019-04-03 15:46:20+00:00,economiesuisse
de,"Population Top-class entrepreneurs, business representatives, national councilors and Ambassador Renggli of the DEA WirtschaftimDialog InstA will be available to answer questions this evening",2019-04-03 15:53:06+00:00,economiesuisse
de, Karrer welcomes business dialogue Stable relations with the EU are of central importance for companies. That is why we are hearing questions to be answered today and explaining our concerns to InstA,2019-04-03 16:18:38+00:00,economiesuisse
de, begin with a brief overview of the InstA presented by Ambassador Renggli Directorate for European Affairs Economy in Dialogue,2019-04-03 16:24:13+00:00,economiesuisse
de," outlines the importance of the bilateral agreements for the The exchange of goods with other countries alone amounts to 1 billion per day, half of which goes to the EU",2019-04-03 16:41:09+00:00,economiesuisse
de, or Weiss in European politics with food for thought on gray areas possible alternatives courage and confidence as well as the value of legal certainty as a small country in global power politics Economy in dialogue,2019-04-03 17:07:33+00:00,economiesuisse
de, Debate on the InstA Economy in Dialogue,2019-04-03 17:23:32+00:00,economiesuisse
de," Everyone talks to everyone else in the Wold Caf Honest dialogue about opportunities, risks, fears and advantages of the InstA from a wide variety of perspectives Economy in dialogue",2019-04-03 17:55:57+00:00,economiesuisse
de," We would like to thank all participants for their interest and commitment. We look forward to the fifth edition on September 3, 2019 in Berne WirtschaftimDialog",2019-04-03 18:46:20+00:00,economiesuisse
de, of the HTW Chur have conceived and produced a series of four explanatory films about the AHV tax proposal TRAF as part of a semester project economiesuisse was at your side with technical information See the first video here,2019-04-03 18:56:15+00:00,economiesuisse
de, What does your ideal relationship between Switzerland and EU look like These and many other questions were discussed by around 60 people as part of the Economy in Dialogue event series in Zurich. You can find more impressions of the event here,2019-04-04 16:15:37+00:00,economiesuisse
de,Chief Economist on MMT Modern Money Theory and the Similarities to Sovereign Money,2019-04-05 13:15:54+00:00,economiesuisse
de, Join the discussion live in the SR Arena It's about gun law Abst19 AbstCH,2019-04-05 20:40:30+00:00,economiesuisse
de,"Andreas Zllig from has a point Thanks to the Schengen visa, Switzerland has become attractive for travellers",2019-04-05 21:28:26+00:00,economiesuisse
de,Can Switzerland remain attractive as a business location Students at the HTW Chur explain this in the second episode of a total of four explanatory films about the tax bill and AHV financing Watch the second episode here,2019-04-06 17:20:36+00:00,economiesuisse
de, can profit tax rate reductions be worthwhile for Switzerland in the long term?,2019-04-09 07:38:10+00:00,economiesuisse
de," Is Brexit to take place no later than October 31, 2019? This pause for thought is also in Switzerland's interests Because a lot is still unclear We have put together six answers to six urgent questions for you",2019-04-11 15:13:11+00:00,economiesuisse
de, The benefits that companies and individuals have from the complete freedom of movement are often ignored. Kurt Lanz explains why this is the case in the blog,2019-04-12 12:48:53+00:00,economiesuisse
de, Can the cantons regulate their taxes The fourth and last explanatory film on the tax bill and AHV financing looks at this question. Watch the episode here,2019-04-12 13:25:00+00:00,economiesuisse
de,It's getting tight The latest survey shows that the AHV tax proposal is far from dry Daru,2019-04-12 15:42:39+00:00,economiesuisse
de,"Reductions in education Reductions in service Public fairy tales In the last 25 years, for example, expenditure on education has",2019-04-12 21:22:22+00:00,economiesuisse
de,"Hans-Ulrich Bigler in the sr arena ""They don't have a concrete plan C"" They actually want the taxes no",2019-04-12 21:22:41+00:00,economiesuisse
de,There is an absolute link in terms of content 92% of employees receive more pension from the AHV than they paid in h,2019-04-12 21:30:36+00:00,economiesuisse
de,The Swiss economy stands united behind the Companies need legal certainty and attractive framework conditions,2019-04-12 21:46:09+00:00,economiesuisse
de," Cooperation with the US Embassy and Swiss FinTech Innovations invites economiesuisse to the BlockchainEvent on May 15, 2019 Experts from the USA and Switzerland provide in-depth insights into the topic of blockchain Register now",2019-04-15 14:27:32+00:00,economiesuisse
de, which are linked to mandatory adjustments in the National Fiscal Equalization NFA This leads to isolated uncertainty economiesuisse clarifies widespread misunderstandings,2019-04-16 12:55:56+00:00,economiesuisse
de," b""5G mobile communications is essential for digitization A study shows that 137,000 new jobs could be created in Switzerland alone by 2030",2019-04-17 07:40:07+00:00,economiesuisse
de,"""It's about securing Switzerland's attractiveness as a location for the future"" Balz Hsly Chairman of the Greater Zurich Ar",2019-04-17 09:31:03+00:00,economiesuisse
de,Strange that someone who himself comes from the world of corporations is constantly rushing against them,2019-04-17 15:31:42+00:00,economiesuisse
de,Closely intertwined Switzerland and its neighboring regions The complete program for the Swissmem Industry Day on 13 Ju,2019-04-18 10:11:34+00:00,economiesuisse
de, Even the Easter bunny says YES to the AHV tax bill He probably has good arguments,2019-04-21 11:02:37+00:00,economiesuisse
de," The TRAF brings legal certainty to our companies and additional money for the AHV, says Hannes Germann",2019-04-26 20:54:14+00:00,economiesuisse
de, Economy stands united behind the STAF The companies need legal certainty and attractive framework conditions,2019-04-26 21:14:41+00:00,economiesuisse
de,"The STAF and the gun law are in the interest of our country Without a culture of compromise, there would be no Switzerland today a",2019-04-29 17:18:08+00:00,economiesuisse
de, Peter Spuhler with a clear stance on the STAF and an appeal for the STAF abst19,2019-04-29 18:55:53+00:00,economiesuisse
de,"Be there and find out more On May 15, a blockchain event will take place in cooperation with the US Embassy and FinTech. Experts from the USA and Switzerland will provide in-depth insights into the topic. Register now",2019-05-02 14:48:08+00:00,economiesuisse
de, AHV tax proposal is an investment in our factory and research location The economy is right closed YES,2019-05-03 08:40:15+00:00,economiesuisse
de,"""The economy that's us"" The guest column by Chamber of Commerce Director Daniel Probst on the subject of why from a strong we",2019-05-03 21:10:48+00:00,economiesuisse
de,Corporate Responsibility Initiative focuses one-sidedly on possible problems of entrepreneurial activities abroad The advantages for the development by companies are hidden srfarena abst20 uvi,2019-05-03 21:28:39+00:00,economiesuisse
de,BR Karin KellerSutter would like more community spirit and willingness to compromise and calls on everyone twice on May 19th YES,2019-05-04 09:53:10+00:00,economiesuisse
de, Karrer wants to tackle problems instead of managing them. That's why all business associations support the TRAF is finally taking Switzerland one step further,2019-05-10 09:34:09+00:00,economiesuisse
de,A strong signSwiss economy is united in the final offensive on the new gun law for a successful,2019-05-10 09:34:25+00:00,economiesuisse
de,Chief economist of Schengen in the video on weapons law is for Tourism &amp; Economy very important Contrary to d,2019-05-10 09:48:03+00:00,economiesuisse
de, Heinz Karrer is in action for the and final sprint abst19 STAF until the last day,2019-05-14 17:53:03+00:00,economiesuisse
de,"If you take the interest rate differential between Italy and Germany as a yardstick for the state of the euro zone, then things are not looking good at the moment",2019-05-17 12:09:01+00:00,economiesuisse
de, welcomes the clear acceptance of the STAF The approval of the new weapons law is an important confirmation of the bilateral path Read the media release,2019-05-19 13:05:13+00:00,economiesuisse
de,Generously developed regional public transport is one of Switzerland's locational advantages But the costs are rising not least because of non-transparent structures and false incentives. Find out more about the problem and possible solutions,2019-05-23 08:08:50+00:00,economiesuisse
de, Business associations appeal to the Federal Council The clock is ticking,2019-05-23 08:37:58+00:00,economiesuisse
de, An investigation by the EDK into the level of math skills among students in Switzerland shows surprisingly large differences between the cantons,2019-05-24 13:02:25+00:00,economiesuisse
de," The present draft law is a good compromise and leads to a state-approved EID In the summer session, the Council of States has the opportunity to take a step towards the digital future eid",2019-05-28 08:11:09+00:00,economiesuisse
de,"Swiss business supports bilateral agreements and speaks out in favor of a framework agreement from a survey of 1,000 Swiss companies",2019-05-28 13:33:29+00:00,economiesuisse
de,Survey shows Swiss companies welcome the framework agreement Approval is found across all sectors and company sizes,2019-05-28 13:40:23+00:00,economiesuisse
de, The Federal Council should clarify the outstanding issues relating to the framework agreement with the EU Commission and notify the Commission in good time that the process leading up to the ratification of the agreement will be initiated. More on the demands of the business associations,2019-06-03 10:47:48+00:00,economiesuisse
de,it's getting cloudy our chief economist is forecasting GDP growth of 12% for 2020 swiss economy,2019-06-04 08:27:30+00:00,economiesuisse
de, shows in this interview that the UVI is the wrong way to go. Cooperation is better than litigation,2019-06-04 12:38:25+00:00,economiesuisse
de, The termination initiative of the SVP can come the nationwide NOAllianz,2019-06-07 12:55:32+00:00,economiesuisse
de, Fear of job loss has recently increased again among Swiss workers. Thousands of jobs are feared to be lost as a result of digitization BUT today there are more jobs than ever,2019-06-11 10:53:59+00:00,economiesuisse
de, Swiss healthcare is the best in Europe This is the conclusion drawn by the analysis of the Health Consumer Powerhouse in a country comparison The catch The costs were not taken into account But this is precisely where the weakness of the Swiss system lies,2019-06-13 12:57:00+00:00,economiesuisse
de,"In the SRF Saturday news, Switzerland's European policy and the corporate responsibility initiative are discussed with our director Monika RhlAb 1130 mithren on UVI InstA",2019-06-14 09:35:45+00:00,economiesuisse
de,"The EU has definitely made concessions with the InstA, for example with the arbitral tribunal, emphasizes Monika Rhl from a",2019-06-15 12:53:36+00:00,economiesuisse
de,call for an expansion of the Stuttgart-Zrich rail axis for passenger and freight traffic This leads to progress in the cross-border integration of Swiss modal shift policy and security of supply,2019-06-17 14:22:19+00:00,economiesuisse
de,Switzerland and the EU are heading for an escalation because of the expiring recognition of stock exchange equivalence To the detriment of both sides Our media release,2019-06-18 14:32:14+00:00,economiesuisse
de," strong sign 40 companies were nominated for the environmental award for business More about the award ceremony on June 27, 2019 and all companies",2019-06-19 14:05:20+00:00,economiesuisse
de," nominated as a finalist for the Business Environment Award 2019, among others 1/3",2019-06-24 15:01:50+00:00,economiesuisse
de, for CO2 reduction by companies in Germany make economic and ecological sense Five concrete proposals to double the contribution of the economy,2019-06-25 06:50:51+00:00,economiesuisse
de," is nominated as a finalist for the Business Environment Award 2019, among others 2/3",2019-06-25 15:01:47+00:00,economiesuisse
de," is nominated as a finalist for the Business Environment Award 2019, among others 3/3",2019-06-26 15:02:00+00:00,economiesuisse
de,Raw materials are scarce Thinking in terms of cycles is therefore less necessary than ever CE2 therefore supports and wants to help shape the future of the Swiss economy CE2 circularswitzerland,2019-06-27 08:20:06+00:00,economiesuisse
de,congratulate the winner HeiQ for receiving the Business Environment Award,2019-06-27 14:22:04+00:00,economiesuisse
de,The public administration in Switzerland is too big Do civil servants earn too much With 8 indicators we try to answer these two questionsRead more about the growth of the public administration in Switzerland,2019-07-01 08:24:49+00:00,economiesuisse
de," Guy Parmelin met several high-ranking ministers in Hanoi Fortunately, after the EU, Vietnam now seems ready to conclude a free trade agreement with the EFTA countries. You can find out more in the article",2019-07-12 09:25:55+00:00,economiesuisse
de," Federal Council draws too positive a conclusion from the latest corporate governance report, finds Kurt Lanz Head of Infrastructure Energy &amp; Environment at economiesuisse Find out how he came to this conclusion in the blog",2019-07-12 15:31:42+00:00,economiesuisse
de,Mixed Economic Commission shows Indonesia and Switzerland are on the verge of considerable trade gains if the right course is set now. Read the article about what was discussed in detail,2019-07-16 15:14:56+00:00,economiesuisse
de, Swiss banks issue mortgages with negative interest rates It is not to be expected that they will be used across the board. Real estate prices are threatening to continue to rise. You can find out more about the dangers of such a monetary policy here,2019-07-23 15:53:43+00:00,economiesuisse
de, No. 1 for the framework agreement Opponents of the framework agreement with the EU claim that the treaty has no chance and is politically dead They refer to the mood among the people But how exactly is the mood among the people?,2019-07-24 07:22:01+00:00,economiesuisse
de," Think about current economic policy issues Just in time for the elections, economiesuisse launched an online survey. Take the test to find out how business-friendly you are",2019-07-24 08:32:46+00:00,economiesuisse
de,"No. 2 on the framework agreement The opponents of the framework agreement claim that this would ban the subsidization of indoor swimming pools or social housing. A brief fact check, however, leads to completely different conclusions",2019-07-25 07:25:36+00:00,economiesuisse
de, No. 3 on the framework agreement is dedicated to the claim that EU citizens in Switzerland could vote and be elected to political offices. Read the fact check now,2019-07-26 07:21:22+00:00,economiesuisse
de," and Swissmem welcome the progress towards a more sustainable economy This is also shown by the large number of initiatives from the private sector. At the same time, the state is responsible for the appropriate framework conditions",2019-07-29 07:12:26+00:00,economiesuisse
de, Opponents of the framework agreement with the EU claim that Switzerland is sacrificing its sovereignty with such an agreement. Read the article to find out why a framework agreement would even strengthen Switzerland's sovereignty,2019-07-29 07:16:40+00:00,economiesuisse
de, No. 5 of the framework agreement clarifies whether Switzerland would lose its tax autonomy and the cantons would lose their tax sovereignty due to EU state aid law. Read the fact check now,2019-07-30 07:16:41+00:00,economiesuisse
de,multinationals are more a blessing than a curse for the Third World concludes in his book that multinational companies offer the key to progress and economic prosperity,2019-07-30 08:08:20+00:00,economiesuisse
de, No. 6 of the framework agreement clarifies the claim that Switzerland must recognize worthless diplomas from Europe and thus give up its vocational training Otherwise the EU threatens to sue Find out why nothing is changing in this area,2019-07-31 09:58:38+00:00,economiesuisse
de," Opponents of the framework agreement with the EU claim that this will weaken wage protection in Switzerland and make it dependent on the goodwill of the European Court of Justice. However, a brief fact check reveals very different results",2019-08-02 07:01:55+00:00,economiesuisse
de," brought additional color to the national holiday this year. With an exclusive August 1st flag, people across the country sent a strong signal for an open and networked Switzerland. More on the buten flag campaign",2019-08-02 08:48:57+00:00,economiesuisse
de,Opponents of the framework agreement claim that the agreement would restrict state aid to such an extent that Switzerland would have to forgo its cantonal banks and building insurance. But a fact check comes to a different conclusion,2019-08-05 07:08:36+00:00,economiesuisse
de, Opponents of the framework agreement with the EU claim that the new guillotine clause turns the framework agreement into a subjugation treaty or a colonial treaty. Our fact check shows why it is wrong to see oneself in the victim role here,2019-08-06 07:27:08+00:00,economiesuisse
de, Opponents of the framework agreement with the EU claim that Swiss agricultural policy falls under the dominance of the EU. A brief fact check shows why Switzerland need not fear for its own independent agricultural policy,2019-08-07 07:38:18+00:00,economiesuisse
de, welcomes the fact that the Federal Council wants to get the derailed debate about UVI back on course,2019-08-15 12:03:42+00:00,economiesuisse
de,Register and join the conversation in an uncomplicated way Sustainable digital digitization as an opportunity to combat climate change On Swiss Digital Day 3 September 2019 6:00 p.m. to 8:00 p.m. in the theater of the Hotel National in Bern,2019-08-15 15:12:40+00:00,economiesuisse
de,KellerSutter upset corporate critics,2019-08-16 13:01:41+00:00,economiesuisse
de, SPKN recommends rejecting the termination initiative economiesuisse welcomes the decision and will work with conviction to maintain the bilateral agreements I Find out more about it now,2019-08-16 13:02:20+00:00,economiesuisse
de,There are two proposed solutions to the future CHEU relationship on the table more sealing off with the termination initiation,2019-08-19 16:53:06+00:00,economiesuisse
de,Director Monika Rhl sees great opportunities in opening up the Swiss electricity market,2019-08-23 13:16:59+00:00,economiesuisse
de," Everyone benefits from lower taxes and levies for companies, including employees, writes Frank Marty in his latest blog Find out more about this and the current Zurich vote on taxes",2019-08-23 15:18:23+00:00,economiesuisse
de,"Market opening is a prerequisite for an electricity agreement with the EU, writes Monika Rhl in her latest blog on the electricity market. Find out more about the overdue market opening in the latest blog post",2019-08-26 11:18:44+00:00,economiesuisse
de,"Rejected free trade agreement does not extinguish fires in the Amazon region, says Jan Atteslander in his latest blog on the current Mercosur debateRead the full article here",2019-08-30 06:52:39+00:00,economiesuisse
de, are dependent on bridge-builders between politics and business The militia conference of the economy therefore focuses on the value of the militia system Register now,2019-09-02 12:57:15+00:00,economiesuisse
de,"Dollar remains strong although foreigners are financing American consumption, writes chief economist Rudolf Minsch in his latest blog on the current trade deficit in the USA Find out more about the actual causes here",2019-09-02 14:20:07+00:00,economiesuisse
de, The Foreign Policy Commission has recommended the free trade agreement between the EFTA states and Indonesia to the National Council by a large majority. Read the article about the positive effects this has for companies based here,2019-09-03 15:37:47+00:00,economiesuisse
de," are known to live longer Because cash also has advantages, chief economist Rudolf Minsch finds out in the blog whether cash will soon be obsolete in this country",2019-09-03 15:42:59+00:00,economiesuisse
de, as a chance against climate change Our World Cafe has started We look forward to the dialogue with Bernese SwissDigitalDay WirtschaftimDialog,2019-09-03 16:08:21+00:00,economiesuisse
de, Honor Federal Councilor Simonetta Sommaruga makes the start SmartHome SmartGrid Artificial Intelligence etc the technical solutions for more environmental protection are there or are being developed SwissDigitalDay,2019-09-03 16:21:44+00:00,economiesuisse
de,Digitization is an opportunity for more energy efficiency Chief economist Prof Ruedi Minsch at the World Cafe for the SwissDigitalDay Economy in dialogue,2019-09-03 16:58:30+00:00,economiesuisse
de, Discussions are currently taking place at the tables The discussants contribute their opinions but also know a few examples of how digitization can offer many opportunities for climate change SwissDigitalDay Economy in Dialogue,2019-09-03 17:43:52+00:00,economiesuisse
de, This year's Digital Day dealt with the opportunities and dangers that digitization entails with a view to climate change. Over a hundred participants discussed this and that,2019-09-04 14:13:21+00:00,economiesuisse
de, Economy Day 2019 has begun The annual meeting of economiesuisse is dedicated this time to the topic Switzerland must remain at the top of the world We are excited TdW19 StageOne,2019-09-06 08:25:31+00:00,economiesuisse
de,"At today's annual meeting, the members of the umbrella organization economiesuisse elected nine new board members. In addition, economiesuisse welcomes a new member Cotecna Inspection SA TdW19",2019-09-06 08:35:53+00:00,economiesuisse
de,"In his presidential address, Karrer talks about the geopolitical situation No wonder the USA are getting nervous, he says about the trade conflict between China and the USA It is generally about security concerns TdW19",2019-09-06 08:52:28+00:00,economiesuisse
de,"In his presidential speech, Heinz Karrer explains that the strong Swiss franc is a big thing with regard to Switzerland's competitiveness We are at the top of many rankings But Switzerland has lost its competitiveness TdW19",2019-09-06 08:54:00+00:00,economiesuisse
de, Keynote speech by Prof David Dorn from the on competitiveness in a globalized economy at today's TdW19,2019-09-06 10:16:03+00:00,economiesuisse
de, Debate about what Switzerland needs as a business location to remain a world leader. National Councilors Beat Jans and Albert Rsti discuss TdW19 on the podium,2019-09-06 10:40:57+00:00,economiesuisse
de," Ueli Maurer in his message from the state government at TdW19 ""If we want to remain at the top of the world, we have to be able to react more quickly, and everyone""",2019-09-06 11:31:41+00:00,economiesuisse
de,Business Day clear words were spoken about the political course of Switzerland and its future President Heinz Karrer showed why the business location has recently lost competitiveness and where the lever can be applied,2019-09-06 11:37:22+00:00,economiesuisse
